OBJECTID,HUC12,Name,NtvFish,FishSWNorm,Shape__Area,Shape__Length
3677,180600130201,Atascadero Creek,6,0.25,75647263.6054688,46987.7921550014
3678,180600100304,Lower Santa Cruz Creek,1,0.04166667,85283281.2148438,57591.8873690609
3679,180600070206,Salisbury Canyon Wash,1,0.04166667,92266991.5390625,70298.8319002413
3680,180600030102,Black Sulphur Spring-Carrizo Plain,0,0,628925242.539063,125593.813542981
3681,180300121103,Sulphur Spring,1,0.04166667,65262146.0390625,62987.6744687132
3682,180300121207,180300121207-Kern River Flood Canal,2,0.08333333,170487136.355469,108997.436780798
3683,180300121902,Hacienda Spillway,2,0.08333333,103383279.636719,54973.775293992
3684,180400010702,Split Rock Creek-Chowchilla River,4,0.16666667,109793469.40625,71122.257886991
3685,180400010502,Middle Fork Chowchilla River,5,0.20833333,69390306.8515625,66482.3054386789
3686,180400080502,Bear Creek,5,0.20833333,93245705.4921875,45461.8563842976
3687,180400090601,Upper Middle Tuolumne River,0,0,206034562.101563,92699.5702117985
3688,180400100205,Douglas Creek-Middle Fork Stanislaus River,0,0,149234043.878906,73346.5683956963
3689,180400100203,Deadman Creek,0,0,68338415.4726563,41436.6161571795
3690,160502010104,Silver Creek,6,0.25,130472553.925781,58693.3687266815
3691,160502010201,Leviathan Canyon,5,0.20833333,115139253.515625,49128.2587638896
3692,160502010302,Middle West Fork Carson River,7,0.29166667,116187285.980469,53381.0610584107
3693,180600100103,Lower Mono Creek,1,0.04166667,155612934.578125,77495.511414451
3694,180600070205,Castro Canyon,1,0.04166667,63260889.671875,52472.0561159746
3695,180600070105,Reyes Creek-Cuyama River,1,0.04166667,128284116.203125,62222.4819142357
3696,180300121204,180300121204-Kern River Flood Canal,2,0.08333333,135722926.839844,53539.3127105938
3697,180300050702,Alpaugh Irrigation District Canal,3,0.125,371815388.152344,113907.14439194
3698,180300040402,180300040402-Poso Creek,2,0.08333333,115331736.953125,65828.6929172315
3699,180300050701,Old Channel Poso Creek,3,0.125,174416132.0625,79849.2046032775
3700,180300060901,Bates Slough,3,0.125,242697312.410156,114622.85353906
3701,180300122001,Guernsey Slough,3,0.125,159239966.488281,84031.6197464675
3702,180300071004,Cottonwood Ditch-Cottonwood Creek,4,0.16666667,156762869.703125,93021.0294016644
3703,180300120205,Collins Creek-Kings River,7,0.29166667,130619015.339844,93821.4280442824
3704,180300120201,Hughes Creek,5,0.20833333,65032469.2421875,40073.6481794863
3705,180300100806,Lower Pine Flat Reservoir,7,0.29166667,146267828.710938,65147.5484605808
3706,180400061001,Rock Creek-San Joaquin River,5,0.20833333,246253735.46875,81046.4025586836
3707,180400080104,Gray Peak Fork-Merced River,0,0,109498581.097656,52620.0142526405
3708,180400080101,Lyell Fork Merced River,0,0,126901751.242188,56656.653994199
3709,160503020104,Leavitt Creek-West Walker River,7,0.29166667,85806201.6367188,52225.173100255
3710,160503020105,Wolf Creek-West Walker River,7,0.29166667,89691169.6015625,52937.8944311418
3711,160503020203,Mill Creek,7,0.29166667,125101397.742188,56867.7459252487
3712,160503020108,Silver Creek-West Walker River,8,0.33333333,93636303.3203125,54688.5857571038
3713,160503020103,Upper Little Walker River,6,0.25,125636104.003906,53658.3289897406
3714,180701040201,Big Sycamore Canyon,7,0.29166667,79310934.9375,44808.4957222194
3715,180701010106,Lower Ventura River,7,0.29166667,155773603.570313,75818.1013408139
3716,180600070101,Wagon Road Canyon,1,0.04166667,89986191.359375,47203.0065115601
3717,180300030701,Castac Lake,0,0,232679842.960938,102379.349552459
3718,180300040305,Little Creek,2,0.08333333,67615778.6289063,75901.713773311
3719,180300050502,Hockett Well,3,0.125,118512856.269531,76366.3672918831
3720,180300050304,Lower Rag Gulch,4,0.16666667,177970182.523438,147217.60661702
3721,180300060603,Inside Creek-Outside Creek,3,0.125,114314886.65625,67697.0412484872
3722,180300060503,Lower Lewis Creek,3,0.125,116245470.859375,61965.4717440443
3723,180300070902,Lake Kaweah-Kaweah River,5,0.20833333,179007760.257813,110232.440560812
3724,180300120104,Lower Mill Creek,6,0.25,102656166.082031,48459.4445773108
3725,180300070801,Upper Sand Creek,4,0.16666667,125046066.066406,61157.9892945245
3726,180300070602,Middle Dry Creek,5,0.20833333,100112616.175781,43832.1936867376
3727,180901010104,Cottonwood Canyon-Frontal Mono Lake,0,0,189459984.40625,76184.2923660107
3728,160503010110,Bridgeport Reservoir-East Walker River,7,0.29166667,163853146.648438,79835.1450863717
3729,160503010304,Sonoma Canyon-East Walker River,6,0.25,16569011.5078125,28555.2283034252
3730,160503010303,Sweetwater Creek,5,0.20833333,89758648.4609375,42182.210544596
3731,180701020801,Hopper Canyon,1,0.04166667,96599484.484375,57315.3138137606
3732,180701020507,Gorman Creek,1,0.04166667,141493533.605469,89051.642936545
3733,180300030901,Pastoria Creek,0,0,199940525.054688,80691.1946821441
3734,180300030604,Lake Paulina,1,0.04166667,306324575.457031,96498.2858187265
3735,180300030802,Winters Canyon-El Paso Creek,0,0,130213024.253906,88090.7125127658
3736,180300040303,Granite Canyon-Poso Creek,2,0.08333333,65606553.8671875,52906.2271764116
3737,180300040203,Rattlesnake Creek,2,0.08333333,71940919.5117188,48590.0853259463
3738,180300030304,Lower Walker Basin Creek,2,0.08333333,165163174.855469,79259.5562360738
3739,180300050302,Upper Rag Gulch,3,0.125,118633350.800781,67157.4030692826
3740,180300050201,Headwaters White River,3,0.125,80873890.5703125,55679.3957085998
3741,180300060801,Frazier Creek,2,0.08333333,84442266.7851563,52123.4460002311
3742,180300070203,Lower East Fork Kaweah River,4,0.16666667,131260168.929688,56043.6865199109
3743,180300070103,Lower Middle Fork Kaweah River,2,0.08333333,188709952.1875,63387.0022647486
3744,180300070201,Horse Creek,0,0,98621303.5585938,48982.7070638957
3745,180300070304,Middle North Fork Kaweah River,3,0.125,119900118.199219,80486.2092222059
3746,180300100103,Sugarloaf Creek,0,0,194837707.855469,62007.8219776329
3747,180300100604,Wishon Reservoir-North Fork Kings River,0,0,130790248.738281,68673.7640244136
3748,180300100601,Fleming Creek-North Fork Kings River,0,0,221327846.261719,76761.2564950991
3749,180400060301,Upper Fish Creek,0,0,130811312.835938,54591.7927799796
3750,180901020203,McLaughlin Creek-Owens River,1,0.04166667,163238202.914063,68033.5623632789
3751,180901010607,Adobe Lake-Adobe Valley,0,0,211443587.457031,103655.92023508
3752,180701070004,San Clemente Island,0,0,207658042.1875,135274.20067621
3753,180701020401,South Fork Santa Clara River,1,0.04166667,171392042.542969,78416.5102150645
3754,180902061307,180902061307,0,0,76857640.5664063,46250.720813894
3755,180902061801,Cottonwood Creek,0,0,133056297.933594,76205.4774546218
3756,180300030404,Lower Indian Creek,1,0.04166667,145412582.285156,58673.9009387677
3757,180300010203,Chagoopa Creek-Kern River,1,0.04166667,88313611.6953125,58932.4477453292
3758,180300010204,Golden Trout Creek,2,0.08333333,238653564.953125,84860.2446622304
3759,180300010101,Kern-Kaweah River,1,0.04166667,102414900.0625,48624.7873234722
3760,180300100205,Upper Bubbs Creek,0,0,148750071.988281,63346.0973714969
3761,180300010103,Wallace Creek,0,0,88503231.7539063,47098.4795252321
3762,180300100305,Dougherty Creek,0,0,83654867.7617188,49286.9770132467
3763,180901020601,South Fork Bishop Creek,1,0.04166667,128975339.136719,69398.3410998244
3764,180300100201,Headwaters South Fork Kings River,0,0,79915185.8945313,48862.602130686
3765,180901020803,Tinehama Creek,1,0.04166667,151709386.140625,71339.6033835596
3766,180901010610,Black Lake-Adobe Valley,0,0,172433006.808594,69125.6058262026
3767,180701060606,Coyote Creek-San Gabriel River,7,0.29166667,223582110.917969,128216.534747848
3768,180701050102,Mill Creek,2,0.08333333,84165329.4804688,44285.3436390439
3769,180902061404,Railroad Canyon,0,0,207609932.820313,69146.0632660441
3770,180902061401,Headwaters Amargosa Creek,0,0,114421164.261719,67658.4551935828
3771,180902062406,Rosamond Lake,0,0,149706954.664063,154959.185795233
3772,180300020601,Upper Kelso Creek,3,0.125,174687153.007813,83250.8200079197
3773,180902060301,Upper Jawbone Canyon,0,0,94889829.6875,45875.862828038
3774,180300020602,Middle Kelso Creek,3,0.125,221686253.566406,75985.3853339606
3775,180902060302,Alphie Canyon,0,0,118355833.992188,55203.7593659011
3776,180300020301,Manter Creek,1,0.04166667,100203354.046875,51265.9078757529
3777,180300020101,Lewis Stringer-South Fork Kern River,2,0.08333333,119778160.078125,59837.4912225651
3778,180901030405,Lower Cottonwood Creek,0,0,97584846.9726563,60559.8196474268
3779,180901030103,Oak Creek,0,0,100941912.820313,48678.8184025251
3780,180901030206,Lone Pine Creek,1,0.04166667,130781925.457031,67034.3208586835
3781,160600100805,Indian Creek-Frontal Fish Lake Valley,0,0,41750990.875,30136.6637152113
3782,160600100905,Wildhorse Creek-Frontal Fish Lake Valley,0,0,88998281.7734375,42785.2424192536
3783,180703010301,Aliso Creek,8,0.33333333,123251157.933594,87518.5373415571
3784,180702030702,Upper Chino Creek,1,0.04166667,143637458.25,73951.1920043273
3785,180902061103,Brainard Canyon-Little Rock Wash,0,0,153580122.199219,98093.5678829856
3786,180902061001,Pallett Creek,0,0,60313687.3984375,37138.5650839708
3787,180902061101,Upper Little Rock Creek,0,0,118958716.722656,53289.6431175474
3788,180902061901,Mescal Creek,0,0,136033419.410156,84063.4475123682
3789,180902062109,Town of North Edwards,0,0,235732582.207031,118006.176557668
3790,180902060803,Mesquite Canyon-Koehn Lake,0,0,235309166.621094,108653.867898144
3791,180902060802,Government Peak,0,0,202824758.800781,65046.3146003183
3792,180902050103,Coso Wash,0,0,81099621.7851563,50848.747065632
3793,180902010102,Lower Wyman Creek,0,0,116028363.644531,79230.4793913683
3794,160600101005,Sylvania Canyon-Frontal Fish Lake Valley,0,0,193172649.578125,78729.5325699612
3795,160600101101,160600101101-Frontal Fish Lake Valley,0,0,25463.30859375,877.904487824094
3796,180703010303,Prima Deshecha Canada-Frontal Capistrano Bight,8,0.33333333,74050035.6601563,48862.0245492456
3797,180702030703,Middle Chino Creek,2,0.08333333,112164448.757813,72799.5510022368
3798,180702030704,Upper Cucamonga Creek,1,0.04166667,214735326.148438,73870.1018691241
3799,180902080403,Adobe Mountain-Frontal El Mirage Lake,0,0,113937177.746094,54149.3961458873
3800,180902080902,Silver Peak,0,0,128797788.402344,60576.2928107623
3801,180902050802,180902050802,0,0,74242358.8671875,67094.4049204652
3802,180902070604,Blackwater Well,0,0,111621267.023438,54749.1575522517
3803,180902050605,Burro Canyon,0,0,83136084.5039063,52506.0601253239
3804,180902051004,Lower Teagle Wash,0,0,100949352.148438,64865.6275505576
3805,180902040302,China Gardens Wash,0,0,88622597.5742188,62707.7839681567
3806,180902050203,Renegade Canyon,0,0,99054982.8710938,69419.4150922096
3807,180902051202,Bruce Canyon-Searles Valley,0,0,120926071.425781,55212.2924517695
3808,180902040101,Upper Santa Rosa Wash,0,0,166389494.570313,60648.6948754767
3809,180902040407,Osborne Canyon-Panamint Valley,0,0,248088641.59375,100650.23863495
3810,180902030107,180902030107,0,0,112209605.371094,57875.368388858
3811,180902030202,Little Hebe Crater,0,0,162810020.707031,65706.9225030435
3812,180902030108,180902030108,0,0,41250400.0859375,44758.4801134435
3813,180902030102,Tule Canyon,0,0,3721958.5390625,13356.1627150289
3814,180902030105,Lower Oriental Wash,0,0,19735270.9101563,23267.9456624419
3815,180703051304,Tijuana River-Frontal Pacific Ocean,0,0,84020026.2460938,63907.4701908835
3816,180703040403,Carmel Valley,7,0.29166667,67797964.9414063,51187.9346111947
3817,180703040302,Lusardi Creek-San Dieguito River,7,0.29166667,160117332.070313,73650.9628530846
3818,180703030302,Hellers Bend-San Luis Rey River,2,0.08333333,123641890.5,63533.0798889166
3819,180703030402,Lower Escondido Creek,7,0.29166667,150373038.082031,80506.6940594497
3820,180703030301,Moosa Canyon,1,0.04166667,158231853.417969,104153.214278457
3821,180703020502,De Luz Creek,2,0.08333333,178688202.890625,85867.4576995801
3822,180703020405,Lower Tucalota Creek,1,0.04166667,65596783.5585938,52486.0085363781
3823,180702030601,Arroyo Del Torro-Temescal Wash,1,0.04166667,109200122.617188,51514.3659889416
3824,180702020305,Perris Reservoir,1,0.04166667,187147773.648438,84890.9840674068
3825,180702020302,San Jacinto Valley,1,0.04166667,214728626.980469,94787.6749002334
3826,180702030304,Cable Creek,1,0.04166667,83613752.2929688,42290.6235212501
3827,180702030801,Reche Canyon,1,0.04166667,60807125.4453125,46893.9959866989
3828,180702030506,The Mission Zanja,1,0.04166667,97021941.8085938,55346.5555809452
3829,180702030402,Yucaipa Creek,1,0.04166667,172897170.285156,73926.8753256513
3830,181001000502,Arrastre Canyon,0,0,119710490.808594,73273.2971471543
3831,180902071110,Schweitzer Well-Harper Lake,0,0,267563035.804688,209492.617588244
3832,180902071001,Hinkley Valley,0,0,204284658.328125,83649.0055341844
3833,180902070904,Opal Mountain,0,0,197081120.664063,78075.8987121556
3834,180902050903,180902050903,0,0,236308850.394531,91372.1830449781
3835,180902051304,Teagle Wash-Frontal Searles Lake,0,0,145996517.382813,76299.7493915201
3836,180902051302,Copper Queen Canyon-Frontal Searles Lake,0,0,166831683.074219,56559.8260067169
3837,180902051303,Layton Canyon-Frontal Searles Lake,0,0,185331907.917969,63280.6556937339
3838,180902040805,Fish Canyon-Panamint Valley,0,0,156188184.511719,62543.3923328595
3839,180902041203,180902041203,0,0,62738537.859375,51372.9520813385
3840,180902040903,Lower Wildrose Wash,0,0,114676874.21875,72891.289415578
3841,180902030604,180902030604,0,0,132536522.03125,65390.3460727263
3842,180902030504,Fall Canyon,0,0,83040431.75,61822.1511735698
3843,180902030801,Titanothere Canyon,0,0,116387340.445313,71452.5557225977
3844,180902030502,Red Wall Canyon,0,0,171132814.121094,57905.3113065645
3845,180703040603,Lower San Vicente Creek,1,0.04166667,68797034.7695313,44145.8148424386
3846,180703020301,Arroyo Seco Creek,1,0.04166667,88190346.578125,52787.8144150594
3847,180703020204,Lower Wilson Creek,1,0.04166667,160868709.539063,72415.3713505784
3848,180702020105,Indian Creek,3,0.125,96955560.4804688,48677.9123069986
3849,181002010103,Twin Pines Creek,0,0,68920452.5820313,41156.2605135347
3850,180702030201,Fish Creek-Santa Ana River,2,0.08333333,160642837.875,64192.2361352777
3851,180902081003,Foster Well,0,0,213466581.582031,94045.7983617726
3852,181001000202,Tyler Valley-Ericksen Dry Lake,0,0,198317544.632813,85563.6639537865
3853,180902081308,Black Butte-Troy Lake,0,0,292013987.449219,148001.242395385
3854,180902070201,180902070201,0,0,85631637.4882813,47264.8674789881
3855,180902070102,Nelson Lake,0,0,218159749.4375,82201.4606096145
3856,180902040703,180902040703,0,0,96095963.3789063,49163.2581056564
3857,180902040701,180902040701,0,0,116742043.910156,56397.7245077514
3858,180902032104,Lower Anvil Spring Canyon,0,0,111659568.34375,79776.2250875494
3859,180703050903,Morena Reservoir-Cottonwood Creek,0,0,207891090.335938,121172.821399495
3860,180703040801,Descanso Creek-Sweetwater River,1,0.04166667,162183407.074219,81863.2946251349
3861,180703040101,Dan Price Creek-Santa Ysabel Creek,1,0.04166667,119171155.148438,66689.5276759518
3862,180703030101,Agua Caliente Creek,2,0.08333333,181977759.046875,69094.2332404073
3863,181002030401,Banner Creek,0,0,79913363.4257813,61260.1280417344
3864,181002030205,Upper Coyote Creek,0,0,78778931.4101563,58417.4817091967
3865,181001000601,Rattlesnake Spring-Rattlesnake Canyon,0,0,169404632.496094,94124.6484098117
3866,181001000801,Red Hill,0,0,209326476.984375,76605.1946714469
3867,180902081703,Bitter Spring,0,0,185357471.429688,92214.0355133537
3868,180902031804,Owl Lake,0,0,165721040.691406,82903.8822150156
3869,180902032003,Jubilee Wash,0,0,89111482.875,49845.9705015255
3870,180902030703,Schwaub Peak,0,0,114492379.6875,61833.4652454695
3871,180902020705,180902020705-Amargosa River,0,0,96492017.2773438,43885.1290357495
3872,180703050502,Tierra Del Sol,0,0,18387205.9765625,19024.3221344159
3873,181002020207,Canyon Sin Nombre-Carrizo Creek,0,0,138141318.367188,69350.3488868854
3874,181002030501,Halfhill Lake,0,0,59880273.2382813,43836.0573345697
3875,181002030702,Fault Wash-San Felipe Creek,0,0,152965960.246094,65057.4506753698
3876,181002010501,Upper Deep Canyon,0,0,72428746.1953125,42282.8160372488
3877,181002010701,Bear Creek,0,0,81674638.9648438,51821.570882507
3878,181001001601,Black Rock Spring,0,0,70832578.7070313,51833.3452493049
3879,181001001002,181001001002,0,0,78724797.328125,41366.6376423129
3880,181001000907,Spy Mountain-Pipes Wash,0,0,196744760.964844,65850.928857346
3881,181001001104,Lavic Lake,0,0,149568343.265625,103993.032497071
3882,180902082205,Mesquite Hills,0,0,240798342.992188,97728.8408065956
3883,180902082102,Town of Balch,0,0,215225242.324219,91867.248419122
3884,180902031006,180902031006,0,0,93595933.4804688,53865.2206284791
3885,180902082602,Otto Mountain-Silver Lake,0,0,150823093.90625,77815.6468286989
3886,180902031303,Dumont Hills,2,0.08333333,194592267.082031,104112.552942813
3887,180902021801,180902021801,0,0,155406454.886719,58683.413475332
3888,180902021604,Eagle Mountain,0,0,183268080.429688,70792.2158172239
3889,180902021504,Ash Meadows,0,0,48573647.4335938,43356.8361215705
3890,181002030802,Superstition Mountain,1,0.04166667,128095132.191406,62053.4599660823
3891,181002040505,Box Canyon Wash,1,0.04166667,86588313.828125,71302.6429308229
3892,180902082101,Hyten Spring,0,0,174791802.796875,83230.958440577
3893,180902081804,Upper Devils Playground Wash,0,0,140775516.335938,71772.7894205501
3894,180902082304,Lower Willow Wash,0,0,86033255.84375,67559.1179441823
3895,180902082601,Hytens Well,0,0,226664611.785156,67023.7312676304
3896,160600150502,Upper Pahrump Valley,0,0,122802936.574219,60834.0089737225
3897,180902031203,180902031203,0,0,73975900.3867188,53978.6013539645
3898,160600150505,Browns Spring-Frontal Pahrump Valley,0,0,21232861.8164063,20717.2573469841
3899,181002041104,Lower New River,0,0,320431036.34375,113952.194706869
3900,181002041402,Obsidian Butte-Frontal Salton Sea,0,0,112541545.667969,88081.1346662716
3901,181001004902,Upper Big Wash,0,0,176147685.601563,91451.0308423671
3902,181001002602,Lower Orange Blossom Wash,0,0,76700895.3554688,52068.4136877522
3903,181001002702,Cut Wash,0,0,155120925.792969,129914.855414039
3904,180902081909,Cottonwood Wash,0,0,148622203.847656,85963.6772659743
3905,181001003203,Domingo Spring,0,0,174563555.898438,94087.9285847015
3906,181001003205,Lower Clipper Valley Wash,0,0,128115894.328125,112195.959114528
3907,160600151003,Wheaton Wash-Frontal Ivanpah Lake,0,0,210351868.609375,67561.3744926199
3908,160600150802,Keystone Wash-Frontal Mesquite Lake,0,0,85749862.2148438,60121.8943071369
3909,181002040401,Midway Well,0,0,113387098.839844,77507.5458829063
3910,181002041308,Beal Well,1,0.04166667,134490474.339844,100860.807187732
3911,150301040903,150301040903,0,0,104856637.816406,52118.5040175395
3912,181001005405,181001005405,0,0,110853728.210938,84935.2264463311
3913,181001003606,181001003606,0,0,195910433.386719,101000.893472971
3914,181001004101,Ironwood Wash,0,0,226473168.902344,71634.7874316624
3915,181001003601,181001003601,0,0,85861455.6992188,51900.0854325252
3916,181001003701,181001003701,0,0,82109520.4609375,43297.5653991267
3917,181001003504,Vulcan Wash-Schulyler Wash,0,0,347586069.964844,137257.981555067
3918,181001003101,Rock Spring-Watson Wash,0,0,158130888.113281,73321.5142496709
3919,181001003301,Upper Woods Wash,0,0,97132908.0664063,61836.3614894725
3920,150301020204,Town of Lanfair,0,0,118543225.328125,79150.317403016
3921,181001003102,Hackberry Springs,0,0,212674555.261719,115079.695477056
3922,160600151205,Slaughterhouse Spring,0,0,245862764.597656,83498.4095653521
3923,160600151204,Willow Wash,0,0,211007944.855469,69192.4762630197
3924,181002040105,181002040105,0,0,95487777.171875,87286.1981120212
3925,181002040106,Jackson Gulch,0,0,204647314.816406,70095.4977859358
3926,181002040103,Indain Wash,0,0,167898555.628906,96763.0689821538
3927,181001005302,181001005302,0,0,182777557.617188,74112.0627618435
3928,181001005301,181001005301,0,0,130495250.179688,55936.9940043236
3929,181001004006,Sand Draw,0,0,209849743.578125,108019.230976064
3930,181001004204,Town of Sablon,0,0,120729340.09375,71943.0375275032
3931,181001004002,181001004002,0,0,81237372.9492188,69257.5274026404
3932,181001003906,181001003906,0,0,61603971.2890625,36847.4909474709
3933,181001003907,Browns Wash,0,0,103332799.664063,65701.2424915091
3934,181001003803,181001003803-Homer Wash,0,0,254998388.953125,112992.635234306
3935,150301020306,Crestview Wash,0,0,134942184.28125,66866.646267514
3936,150301020111,150301020111,0,0,82363744.484375,60467.6918217962
3937,150301070104,Reservation Main Drain,1,0.04166667,147113781.742188,75535.6968414131
3938,150301041202,Julian Wash,0,0,81191752.6015625,50592.3593920802
3939,150301041203,Turnaround Wash-Colorado River,1,0.04166667,96664948.6054688,53180.4929450808
3940,150301040705,Petes Wash-Colorado River,1,0.04166667,27724946.6640625,38429.2774186215
3941,150301040609,Town of Ehrenberg-Colorado River,1,0.04166667,57359767.7109375,77136.1241643807
3942,150301040504,150301040504,0,0,63534763.78125,49376.5135185651
3943,181001004302,Horn Peak,0,0,190795857.882813,97552.7088148608
3944,150301040306,Lost Lake-Colorado River,1,0.04166667,140722521.972656,72001.5548520241
3945,150301010505,Mohawk Spring-Chemhuevi Wash,0,0,152943990.261719,75862.3081348263
3946,150301010504,Snaggletooth Mountain,0,0,109039512.730469,57014.5594072504
3947,150301010707,El Dorado Wash-Colorado River,1,0.04166667,122939896.621094,96527.5017708201
3948,150301010702,Mohave Wash-Colorado River,1,0.04166667,130987636.816406,60397.0453057918
3949,150301041311,Colorado River-Imperial Reservoir,1,0.04166667,36159727.3398438,49783.1685349111
3950,150301040206,Town of Vidal,0,0,81106517.2070313,72480.4250629756
3951,150301040304,Arch Creek-Colorado River,1,0.04166667,258102049.875,134095.703225364
3952,180101020503,Luffenholtz Creek-Frontal Pacific Ocean,16,0.66666667,286988684.144531,247517.175951676
3953,180201630302,Tule Canal-Toe Drain,17,0.70833333,594931595.457031,214042.167763437
3954,180201630606,Toe Drain-Cache Slough,21,0.875,1077966744.71484,307132.925935152
3955,180600140202,Santa Cruz Island-Frontal Pacific Ocean,0,0,203261349.542969,183965.667637286
3956,181002040702,Headwaters Alamo River,0,0,473121.8125,10398.5275574064
3957,180101070102,Lower Bear River,13,0.54166667,151425674.875,63603.2467731237
3958,180101010502,Tryon Creek-Frontal Pacific Ocean,17,0.70833333,55691307.53125,91060.2160198109
3959,180101060304,Standley Creek-South Fork Eel River,8,0.33333333,130856322.71875,56965.348535123
3960,180101070201,Bear Creek,8,0.33333333,95746733.6484375,76238.7357075116
3961,180101070203,Upper Mattole River,8,0.33333333,126297723.054688,54239.7711662746
3962,180101020102,Minor Creek-Redwood Creek,8,0.33333333,161952333.324219,58030.5832630983
3963,180101020501,Maple Creek,13,0.54166667,211440735.144531,68895.934117622
3964,180102091102,Hunter Creek,19,0.79166667,136062456.851563,66610.7406485772
3965,180101010303,Jones Creek,8,0.33333333,114560223.992188,54457.3766340699
3966,180101080801,Albion River,13,0.54166667,184546898.355469,86546.9241270958
3967,180101080405,North Branch North Fork Navarro River,7,0.29166667,122898028.835938,62728.9471775912
3968,180101080302,Upper Big River,6,0.25,142236600.460938,63847.4660269296
3969,180101080101,North Fork Ten Mile River,8,0.33333333,170188001.40625,81611.3832916334
3970,180101080103,Middle Fork Ten Mile River-Ten Mile River,12,0.5,182724629.636719,87222.3360688694
3971,180101060201,Upper East Branch South Fork Eel River,7,0.29166667,159006544.300781,69405.7391365902
3972,180101060102,Lower Tenmile Creek,6,0.25,121199392.292969,55075.9174382733
3973,180102090805,Slate Creek-Klamath River,17,0.70833333,206121804.949219,92420.0940205141
3974,171003110302,Dunn Creek,4,0.16666667,107021633.03125,45369.6296735164
3975,180102090403,Lower Clear Creek,10,0.41666667,158825240.605469,63357.5144241803
3976,180101090101,Marshall Creek,8,0.33333333,84028254.171875,46609.5425094645
3977,180101080403,Anderson Creek,5,0.20833333,197523097.230469,82811.4224378151
3978,180101100501,Galloway Creek,5,0.20833333,68416212.9882813,42731.1859217843
3979,180101030301,Upper Tomki Creek,6,0.25,141318129.898438,62663.2948710666
3980,180101030505,Indian Creek-Eel River,9,0.375,171224020.621094,62363.5971008916
3981,180101030504,Twin Bridges Creek-Eel River,9,0.375,181402499.320313,68460.2149908898
3982,180101020201,Lost Creek-Mad River,4,0.16666667,201159462.964844,67875.1046292654
3983,180102120406,Sulphur Glade Creek-South Fork Trinity River,9,0.375,159362884.023438,67058.3500525146
3984,180102120501,Eltapom Creek,7,0.29166667,88517902.4414063,50846.1396668748
3985,180102111001,Virgin Creek,7,0.29166667,171889223.917969,74912.5329949904
3986,180102090602,Independence Creek,10,0.41666667,83465244.2382813,44863.3185043878
3987,180102100301,North Fork Wooley Creek,6,0.25,101789457.078125,49697.2161949538
3988,180102100202,Grant Creek-North Fork Salmon River,7,0.29166667,84653388.9960938,46775.6618178589
3989,180102100206,Little North Fork Salmon River,8,0.33333333,149876763.257813,56840.2956040856
3990,180102090203,China Creek-Klamath River,11,0.45833333,185036787.796875,58079.4421466839
3991,180101090203,Bodega Harbor-Frontal Pacific Ocean,12,0.5,48273891.3710938,75580.2196824126
3992,180500050305,Bodega Bay,14,0.58333333,19488408.1953125,59811.3904107291
3993,180500050203,Walker Creek,13,0.54166667,125667317.644531,71967.5255344115
3994,180201160305,McGaugh Slough-Frontal Clear Lake,6,0.25,101657214.21875,136558.811586031
3995,180201160104,Lower Scotts Creek,5,0.20833333,89959616.5390625,52506.2138940281
3996,180101040503,Thatcher Creek,6,0.25,157874042.054688,58544.9895667797
3997,180101030204,Smokehouse Creek-Lake Pillsbury,7,0.29166667,171967465.496094,66848.6500480118
3998,180101040105,Jumpoff Creek-Black Butte River,6,0.25,204064142.945313,63140.3994577027
3999,180101040205,Beaver Creek,4,0.16666667,77201140.015625,41703.9635274784
4000,180201560402,McClure Creek-Thomes Creek,2,0.08333333,152391761.0625,56067.4002307229
4001,180201520602,Upper Dry Creek,2,0.08333333,109343274.8125,60745.5379713672
4002,180102110704,Indian Creek,8,0.33333333,151638507.949219,70542.7816009209
4003,180102110802,Lower Canyon Creek,9,0.375,160291688.039063,68446.2012657359
4004,180102110401,Upper Stuart Fork,5,0.20833333,226607945.546875,74855.8311505692
4005,180102100204,North Russian Creek,6,0.25,83804822.7148438,44060.0210948377
4006,180102080401,Patterson Creek,7,0.29166667,174391413.695313,61077.606332284
4007,180500020902,Larkspur Creek-Frontal San Francisco Bay Estuaries,14,0.58333333,71268827.5664063,131396.339885449
4008,180201620301,Saint Helena Creek,5,0.20833333,90797304.0546875,57191.3195732063
4009,180201620305,Bucksnort Creek,5,0.20833333,112002721.03125,64577.6381478378
4010,180201160601,Copsey Creek,4,0.16666667,74430589.2460938,50641.6572913607
4011,180201160401,Bartlett Creek,5,0.20833333,77417176.203125,47042.6419284725
4012,180201150204,Dry Creek-Stony Creek,3,0.125,196757959.027344,69832.5867237609
4013,180201150101,Indian Creek,4,0.16666667,124090855.203125,65494.3473874456
4014,180201150405,Stony Gorge Dam-Stony Creek,7,0.29166667,71390160.2695313,66675.9515859595
4015,180201560405,Log Spring Creek-Thomes Creek,2,0.08333333,160615500.726563,54712.6300230123
4016,180201560203,North Fork Elder Creek,6,0.25,127328151.152344,78857.373878896
4017,180201520502,Lower Cold Fork,3,0.125,97034818.9921875,59232.9520002091
4018,180201520701,Long Gulch-South Fork Cottonwood Creek,5,0.20833333,150092259.078125,92261.1912847404
4019,180201550303,Lower Red Bank Creek,12,0.5,183691946.53125,112968.683298678
4020,180201520801,Dry Creek,7,0.29166667,118279184.144531,68895.5589272602
4021,180201540104,French Gulch-Clear Creek,4,0.16666667,149767362.148438,61248.3888124192
